Date,Pair,Interval,Indicator
2020-05-12 15:30:19+00:00,XEMBTC,15m,Potential Bearish MACD cross
2020-05-12 15:25:17+00:00,MATICBTC,5m,RSI Oversold
2020-05-12 15:25:17+00:00,MATICBTC,5m,Stochastics Oversold
2020-05-12 15:25:17+00:00,TNTBTC,5m,Stochastics Oversold
2020-05-12 15:25:17+00:00,DATABTC,5m,Stochastics Oversold
2020-05-12 15:25:17+00:00,RVNBTC,5m,Potential Bullish MACD cross
2020-05-12 15:25:17+00:00,TNTBTC,5m,Potential Bullish MACD cross
2020-05-12 15:25:17+00:00,ALGOBTC,5m,Potential Bullish MACD cross
2020-05-12 15:25:17+00:00,RCNBTC,5m,Potential Bearish MACD cross
2020-05-12 15:20:18+00:00,MCOBTC,5m,RSI Oversold
2020-05-12 15:20:18+00:00,ATOMBTC,5m,RSI Oversold
2020-05-12 15:20:18+00:00,LTOBTC,5m,RSI Oversold
2020-05-12 15:20:18+00:00,QTUMBTC,5m,RSI Oversold
2020-05-12 15:20:18+00:00,LINKBTC,5m,Stochastics Oversold
2020-05-12 15:20:18+00:00,XTZBTC,5m,Stochastics Oversold
2020-05-12 15:20:18+00:00,AIONBTC,5m,Stochastics Oversold
2020-05-12 15:20:18+00:00,XRPBTC,5m,Stochastics Oversold
2020-05-12 15:20:18+00:00,BNBBTC,5m,Stochastics Oversold
2020-05-12 15:20:18+00:00,ATOMBTC,5m,Stochastics Oversold
2020-05-12 15:20:18+00:00,LTOBTC,5m,Stochastics Oversold
2020-05-12 15:20:18+00:00,POWRBTC,5m,Stochastics Oversold
2020-05-12 15:20:18+00:00,LENDBTC,5m,Stochastics Oversold
2020-05-12 15:20:18+00:00,ALGOBTC,5m,Potential Bullish MACD cross
2020-05-12 15:20:18+00:00,ARNBTC,5m,Potential Bearish MACD cross
2020-05-12 15:15:24+00:00,REPBTC,15m,Stochastics Oversold
2020-05-12 15:15:24+00:00,LENDBTC,15m,Potential Bullish MACD cross
2020-05-12 15:15:24+00:00,TNTBTC,15m,Potential Bearish MACD cross
2020-05-12 15:15:24+00:00,KAVABTC,15m,Potential Bearish MACD cross
2020-05-12 15:15:24+00:00,WAVESBTC,15m,Potential Bearish MACD cross
2020-05-12 15:15:24+00:00,XEMBTC,15m,Potential Bearish MACD cross
2020-05-12 15:15:19+00:00,BCHBTC,5m,RSI Extremely Oversold
2020-05-12 15:15:19+00:00,ETHBTC,5m,RSI Oversold
2020-05-12 15:15:19+00:00,EOSBTC,5m,RSI Oversold
2020-05-12 15:15:19+00:00,REPBTC,5m,RSI Oversold
2020-05-12 15:15:19+00:00,ETCBTC,5m,RSI Oversold
2020-05-12 15:15:19+00:00,XMRBTC,5m,RSI Oversold
2020-05-12 15:15:19+00:00,WRXBTC,5m,RSI Oversold
2020-05-12 15:15:19+00:00,RVNBTC,5m,Stochastics Oversold
2020-05-12 15:15:19+00:00,REPBTC,5m,Stochastics Oversold
2020-05-12 15:15:19+00:00,ADABTC,5m,Stochastics Oversold
2020-05-12 15:15:19+00:00,OGNBTC,5m,Potential Bullish MACD cross
2020-05-12 15:15:19+00:00,TNTBTC,5m,Potential Bullish MACD cross
2020-05-12 15:15:19+00:00,MANABTC,5m,Potential Bullish MACD cross
2020-05-12 15:10:17+00:00,LTCBTC,5m,RSI Oversold
2020-05-12 15:10:17+00:00,BCPTBTC,5m,Stochastics Oversold
2020-05-12 15:10:17+00:00,LTCBTC,5m,Stochastics Oversold
2020-05-12 15:10:17+00:00,LTOBTC,5m,Stochastics Oversold
2020-05-12 15:10:17+00:00,LINKBTC,5m,Potential Bullish MACD cross
2020-05-12 15:10:17+00:00,TOMOBTC,5m,Potential Bullish MACD cross
2020-05-12 15:10:17+00:00,TNTBTC,5m,Potential Bullish MACD cross
2020-05-12 15:10:17+00:00,EOSBTC,5m,Potential Bullish MACD cross
2020-05-12 15:10:17+00:00,FTTBTC,5m,Potential Bullish MACD cross
2020-05-12 15:10:17+00:00,ATOMBTC,5m,Potential Bullish MACD cross
2020-05-12 15:10:17+00:00,MANABTC,5m,Potential Bullish MACD cross
2020-05-12 15:10:17+00:00,XMRBTC,5m,Potential Bullish MACD cross
2020-05-12 15:10:17+00:00,BCHBTC,5m,Potential Bullish MACD cross
2020-05-12 15:10:17+00:00,BTCUSDT,5m,Potential Bearish MACD cross
2020-05-12 15:05:17+00:00,ETHBTC,5m,RSI Oversold
2020-05-12 15:05:17+00:00,ETCBTC,5m,RSI Oversold
2020-05-12 15:05:17+00:00,ZECBTC,5m,Stochastics Oversold
2020-05-12 15:05:17+00:00,POWRBTC,5m,Stochastics Oversold
2020-05-12 15:05:17+00:00,TOMOBTC,5m,Potential Bullish MACD cross
2020-05-12 15:05:17+00:00,XRPBTC,5m,Potential Bullish MACD cross
2020-05-12 15:05:17+00:00,ATOMBTC,5m,Potential Bullish MACD cross
2020-05-12 15:05:17+00:00,ICXBTC,5m,Potential Bullish MACD cross
2020-05-12 15:05:17+00:00,ENJBTC,5m,Potential Bullish MACD cross
2020-05-12 15:05:17+00:00,BTCUSDT,5m,Potential Bearish MACD cross
2020-05-12 15:00:26+00:00,TNTBTC,1h,Potential Bullish MACD cross
2020-05-12 15:00:26+00:00,XTZBTC,1h,Potential Bearish MACD cross
2020-05-12 15:00:26+00:00,AIONBTC,1h,Potential Bearish MACD cross
2020-05-12 15:00:26+00:00,FTTBTC,1h,Potential Bearish MACD cross
2020-05-12 15:00:26+00:00,ATOMBTC,1h,Potential Bearish MACD cross
2020-05-12 15:00:26+00:00,ICXBTC,1h,Potential Bearish MACD cross
2020-05-12 15:00:26+00:00,WRXBTC,1h,Potential Bearish MACD cross
2020-05-12 15:00:25+00:00,XEMBTC,15m,Potential Bearish MACD cross
2020-05-12 15:00:25+00:00,BCHBTC,15m,RSI Oversold
2020-05-12 15:00:25+00:00,MCOBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,MATICBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,ETHBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,DASHBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,BCPTBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,BATBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,RVNBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,TNTBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,ONTBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,XTZBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,ZECBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,ETCBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,CHZBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,LTCBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,FTTBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,ALGOBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,XMRBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,POWRBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,IOTABTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,ICXBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,WRXBTC,15m,Stochastics Oversold
2020-05-12 15:00:25+00:00,TNTBTC,15m,Potential Bearish MACD cross
2020-05-12 15:00:22+00:00,ARPABTC,5m,Stochastics Oversold
2020-05-12 15:00:22+00:00,ETCBTC,5m,Stochastics Oversold
2020-05-12 15:00:22+00:00,XLMBTC,5m,Stochastics Oversold
2020-05-12 15:00:22+00:00,XMRBTC,5m,Stochastics Oversold
2020-05-12 15:00:22+00:00,DATABTC,5m,Stochastics Oversold
2020-05-12 15:00:22+00:00,OGNBTC,5m,Potential Bullish MACD cross
2020-05-12 15:00:22+00:00,THETABTC,5m,Potential Bullish MACD cross
2020-05-12 15:00:22+00:00,ONTBTC,5m,Potential Bullish MACD cross
2020-05-12 15:00:22+00:00,ICXBTC,5m,Potential Bullish MACD cross
2020-05-12 14:55:17+00:00,ETHBTC,5m,Stochastics Oversold
2020-05-12 14:55:17+00:00,ONTBTC,5m,Stochastics Oversold
2020-05-12 14:55:17+00:00,COTIBTC,5m,Stochastics Oversold
2020-05-12 14:55:17+00:00,IOTABTC,5m,Stochastics Oversold
2020-05-12 14:55:17+00:00,BCPTBTC,5m,Potential Bullish MACD cross
2020-05-12 14:55:17+00:00,LINKBTC,5m,Potential Bullish MACD cross
2020-05-12 14:55:17+00:00,TRXBTC,5m,Potential Bullish MACD cross
2020-05-12 14:55:17+00:00,ATOMBTC,5m,Potential Bullish MACD cross
2020-05-12 14:55:17+00:00,MANABTC,5m,Potential Bullish MACD cross
2020-05-12 14:55:17+00:00,XEMBTC,5m,Potential Bullish MACD cross
2020-05-12 14:45:20+00:00,TOMOBTC,15m,Stochastics Oversold
2020-05-12 14:45:20+00:00,COTIBTC,15m,Stochastics Oversold
2020-05-12 14:45:20+00:00,MANABTC,15m,Stochastics Oversold
2020-05-12 14:45:20+00:00,BCHBTC,15m,Stochastics Oversold
2020-05-12 14:45:20+00:00,QTUMBTC,15m,Stochastics Oversold
2020-05-12 14:45:20+00:00,THETABTC,15m,Potential Bearish MACD cross
2020-05-12 14:45:20+00:00,TNTBTC,15m,Potential Bearish MACD cross
2020-05-12 14:40:17+00:00,ZRXBTC,5m,Stochastics Oversold
2020-05-12 14:40:17+00:00,CHZBTC,5m,Stochastics Oversold
2020-05-12 14:40:17+00:00,XLMBTC,5m,Stochastics Oversold
2020-05-12 14:40:17+00:00,LTOBTC,5m,Stochastics Oversold
2020-05-12 14:40:17+00:00,POWRBTC,5m,Stochastics Oversold
2020-05-12 14:35:18+00:00,RVNBTC,5m,RSI Oversold
2020-05-12 14:35:18+00:00,MANABTC,5m,RSI Oversold
2020-05-12 14:35:18+00:00,FTTBTC,5m,Stochastics Oversold
2020-05-12 14:35:18+00:00,BNBBTC,5m,Stochastics Oversold
2020-05-12 14:35:18+00:00,KAVABTC,5m,Stochastics Oversold
2020-05-12 14:30:23+00:00,BCHBTC,15m,RSI Oversold
2020-05-12 14:30:23+00:00,LENDBTC,15m,RSI Oversold
2020-05-12 14:30:23+00:00,SNTBTC,15m,Potential Bullish MACD cross
2020-05-12 14:30:23+00:00,THETABTC,15m,Potential Bearish MACD cross
2020-05-12 14:30:23+00:00,TNTBTC,15m,Potential Bearish MACD cross
2020-05-12 14:30:19+00:00,MATICBTC,5m,RSI Oversold
2020-05-12 14:30:19+00:00,FTTBTC,5m,RSI Oversold
2020-05-12 14:30:19+00:00,NEOBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,MCOBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,MATICBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,ETHBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,DASHBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,ARPABTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,LINKBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,BATBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,ONTBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,XTZBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,ZECBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,XZCBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,ADABTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,TRXBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,ETCBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,AIONBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,XRPBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,LTCBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,COTIBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,XMRBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,IOTABTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,ICXBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,WRXBTC,5m,Stochastics Oversold
2020-05-12 14:30:19+00:00,ENJBTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,ETHBTC,5m,RSI Oversold
2020-05-12 14:25:17+00:00,EOSBTC,5m,RSI Oversold
2020-05-12 14:25:17+00:00,ETCBTC,5m,RSI Oversold
2020-05-12 14:25:17+00:00,XRPBTC,5m,RSI Oversold
2020-05-12 14:25:17+00:00,LTCBTC,5m,RSI Oversold
2020-05-12 14:25:17+00:00,ATOMBTC,5m,RSI Oversold
2020-05-12 14:25:17+00:00,XMRBTC,5m,RSI Oversold
2020-05-12 14:25:17+00:00,BTCUSDT,5m,RSI Overbought
2020-05-12 14:25:17+00:00,OGNBTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,THETABTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,RVNBTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,NASBTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,ATOMBTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,MANABTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,ALGOBTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,BCHBTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,DATABTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,QTUMBTC,5m,Stochastics Oversold
2020-05-12 14:25:17+00:00,XLMBTC,5m,Potential Bearish MACD cross
2020-05-12 14:20:18+00:00,BCHBTC,5m,RSI Oversold
2020-05-12 14:20:18+00:00,INSBTC,5m,Stochastics Oversold
2020-05-12 14:20:18+00:00,LTOBTC,5m,Stochastics Oversold
2020-05-12 14:20:18+00:00,KAVABTC,5m,Potential Bearish MACD cross
2020-05-12 14:20:18+00:00,RCNBTC,5m,Potential Bearish MACD cross
2020-05-12 14:15:21+00:00,ATOMBTC,15m,Stochastics Oversold
2020-05-12 14:15:21+00:00,SNTBTC,15m,Potential Bullish MACD cross
2020-05-12 14:15:21+00:00,ETCBTC,15m,Potential Bearish MACD cross
2020-05-12 14:15:21+00:00,ALGOBTC,15m,Potential Bearish MACD cross
2020-05-12 14:15:21+00:00,LTOBTC,15m,Potential Bearish MACD cross
2020-05-12 14:15:19+00:00,TOMOBTC,5m,Stochastics Oversold
2020-05-12 14:15:19+00:00,MATICBTC,5m,Potential Bullish MACD cross
2020-05-12 14:15:19+00:00,ETCBTC,5m,Potential Bullish MACD cross
2020-05-12 14:15:19+00:00,ARNBTC,5m,Potential Bullish MACD cross
2020-05-12 14:15:19+00:00,KAVABTC,5m,Potential Bearish MACD cross
2020-05-12 14:15:19+00:00,RCNBTC,5m,Potential Bearish MACD cross
2020-05-12 14:10:17+00:00,MATICBTC,5m,Potential Bullish MACD cross
2020-05-12 14:10:17+00:00,NASBTC,5m,Potential Bearish MACD cross
2020-05-12 14:10:17+00:00,MANABTC,5m,Potential Bearish MACD cross
2020-05-12 14:05:17+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-12 14:05:17+00:00,RENBTC,5m,Potential Bullish MACD cross
2020-05-12 14:05:17+00:00,ATOMBTC,5m,Potential Bullish MACD cross
2020-05-12 14:05:17+00:00,MANABTC,5m,Potential Bearish MACD cross
2020-05-12 14:00:24+00:00,CHZBTC,15m,Potential Bullish MACD cross
2020-05-12 14:00:24+00:00,COTIBTC,15m,Potential Bullish MACD cross
2020-05-12 14:00:24+00:00,MANABTC,15m,Potential Bullish MACD cross
2020-05-12 14:00:24+00:00,TOMOBTC,15m,Potential Bearish MACD cross
2020-05-12 14:00:24+00:00,REPBTC,15m,Potential Bearish MACD cross
2020-05-12 14:00:24+00:00,ALGOBTC,15m,Potential Bearish MACD cross
2020-05-12 14:00:24+00:00,LENDBTC,5m,RSI Bullish Divergence
2020-05-12 14:00:24+00:00,TNTBTC,5m,Stochastics Oversold
2020-05-12 14:00:24+00:00,ATOMBTC,5m,Potential Bullish MACD cross
2020-05-12 14:00:24+00:00,IOTABTC,5m,Potential Bullish MACD cross
2020-05-12 14:00:24+00:00,BANDBTC,5m,Potential Bullish MACD cross
2020-05-12 14:00:23+00:00,TNTBTC,1h,Potential Bullish MACD cross
2020-05-12 14:00:23+00:00,CHZBTC,1h,Potential Bearish MACD cross
2020-05-12 14:00:23+00:00,MANABTC,1h,Potential Bearish MACD cross
2020-05-12 14:00:23+00:00,POWRBTC,1h,Potential Bearish MACD cross
2020-05-12 14:00:22+00:00,TOMOBTC,2h,Potential Bullish MACD cross
2020-05-12 14:00:22+00:00,ZRXBTC,2h,Potential Bullish MACD cross
2020-05-12 14:00:22+00:00,LTOBTC,2h,Potential Bullish MACD cross
2020-05-12 13:55:17+00:00,LENDBTC,5m,RSI Bullish Divergence
2020-05-12 13:55:17+00:00,NEOBTC,5m,Potential Bullish MACD cross
2020-05-12 13:55:17+00:00,RVNBTC,5m,Potential Bullish MACD cross
2020-05-12 13:55:17+00:00,ZECBTC,5m,Potential Bullish MACD cross
2020-05-12 13:55:17+00:00,TRXBTC,5m,Potential Bullish MACD cross
2020-05-12 13:55:17+00:00,KNCBTC,5m,Potential Bullish MACD cross
2020-05-12 13:55:17+00:00,RENBTC,5m,Potential Bullish MACD cross
2020-05-12 13:55:17+00:00,BANDBTC,5m,Potential Bullish MACD cross
2020-05-12 13:55:17+00:00,QTUMBTC,5m,Potential Bullish MACD cross
2020-05-12 13:55:17+00:00,THETABTC,5m,Potential Bearish MACD cross
2020-05-12 13:50:18+00:00,BCPTBTC,5m,Stochastics Oversold
2020-05-12 13:50:18+00:00,BANDBTC,5m,Stochastics Oversold
2020-05-12 13:50:18+00:00,NEOBTC,5m,Potential Bullish MACD cross
2020-05-12 13:50:18+00:00,RVNBTC,5m,Potential Bullish MACD cross
2020-05-12 13:50:18+00:00,KNCBTC,5m,Potential Bullish MACD cross
2020-05-12 13:50:18+00:00,BTCUSDT,5m,Potential Bullish MACD cross
2020-05-12 13:50:18+00:00,BANDBTC,5m,Potential Bullish MACD cross
2020-05-12 13:50:18+00:00,OGNBTC,5m,Potential Bearish MACD cross
2020-05-12 13:50:18+00:00,THETABTC,5m,Potential Bearish MACD cross
2020-05-12 13:45:25+00:00,RVNBTC,5m,Potential Bullish MACD cross
2020-05-12 13:45:25+00:00,RENBTC,5m,Potential Bullish MACD cross
2020-05-12 13:45:25+00:00,BTCUSDT,5m,Potential Bullish MACD cross
2020-05-12 13:45:25+00:00,LENDBTC,5m,Potential Bullish MACD cross
2020-05-12 13:45:25+00:00,OGNBTC,5m,Potential Bearish MACD cross
2020-05-12 13:45:25+00:00,COTIBTC,5m,Potential Bearish MACD cross
2020-05-12 13:45:24+00:00,BANDBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-12 13:45:24+00:00,CHZBTC,15m,Potential Bullish MACD cross
2020-05-12 13:45:24+00:00,RCNBTC,15m,Potential Bullish MACD cross
2020-05-12 13:45:24+00:00,NEOBTC,15m,Potential Bearish MACD cross
2020-05-12 13:45:24+00:00,TOMOBTC,15m,Potential Bearish MACD cross
2020-05-12 13:45:24+00:00,RVNBTC,15m,Potential Bearish MACD cross
2020-05-12 13:45:24+00:00,ETCBTC,15m,Potential Bearish MACD cross
2020-05-12 13:45:24+00:00,KNCBTC,15m,Potential Bearish MACD cross
2020-05-12 13:45:24+00:00,ALGOBTC,15m,Potential Bearish MACD cross
2020-05-12 13:40:18+00:00,ATOMBTC,5m,Stochastics Oversold
2020-05-12 13:40:18+00:00,RVNBTC,5m,Potential Bullish MACD cross
2020-05-12 13:40:18+00:00,LTCBTC,5m,Potential Bullish MACD cross
2020-05-12 13:40:18+00:00,ICXBTC,5m,Potential Bullish MACD cross
2020-05-12 13:40:18+00:00,LENDBTC,5m,Potential Bullish MACD cross
2020-05-12 13:40:18+00:00,OGNBTC,5m,Potential Bearish MACD cross
2020-05-12 13:40:18+00:00,COTIBTC,5m,Potential Bearish MACD cross
2020-05-12 13:35:19+00:00,XEMBTC,5m,Stochastics Oversold
2020-05-12 13:35:19+00:00,IOTABTC,5m,Stochastics Oversold
2020-05-12 13:35:19+00:00,DASHBTC,5m,Potential Bullish MACD cross
2020-05-12 13:35:19+00:00,BATBTC,5m,Potential Bullish MACD cross
2020-05-12 13:35:19+00:00,XRPBTC,5m,Potential Bullish MACD cross
2020-05-12 13:35:19+00:00,LTCBTC,5m,Potential Bullish MACD cross
2020-05-12 13:35:19+00:00,XLMBTC,5m,Potential Bullish MACD cross
2020-05-12 13:35:19+00:00,OGNBTC,5m,Potential Bearish MACD cross
2020-05-12 13:35:19+00:00,COTIBTC,5m,Potential Bearish MACD cross
2020-05-12 13:15:28+00:00,LENDBTC,15m,Near Horizontal Support
2020-05-12 13:15:28+00:00,BANDBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-12 12:30:28+00:00,LENDBTC,15m,RSI Extremely Oversold
2020-05-12 12:00:46+00:00,ARPABTC,4h,0.618 Fibonacci retracement
2020-05-12 12:00:36+00:00,ARPABTC,1h,0.618 Fibonacci retracement
2020-05-12 10:00:28+00:00,POWRBTC,1h,0.618 Fibonacci retracement
2020-05-12 06:45:24+00:00,TNTBTC,15m,RSI Bullish Divergence
2020-05-12 06:45:24+00:00,TNTBTC,15m,RSI Extremely Oversold
2020-05-12 04:00:41+00:00,LTOBTC,2h,Near Horizontal Support
2020-05-12 04:00:39+00:00,RCNBTC,4h,0.618 Fibonacci retracement
2020-05-12 03:00:35+00:00,ADABTC,1h,Near Horizontal Resistance
2020-05-12 03:00:29+00:00,ADABTC,15m,RSI Extremely Overbought
2020-05-12 00:45:24+00:00,TNTBTC,15m,RSI Extremely Oversold
2020-05-12 00:30:27+00:00,TNTBTC,15m,Near Horizontal Support
2020-05-12 00:30:27+00:00,TNTBTC,15m,Bizarre Activity alert
2020-05-11 20:00:47+00:00,KAVABTC,2h,Near Horizontal Support
2020-05-11 19:30:23+00:00,TOMOBTC,15m,Near Horizontal Support
2020-05-11 19:00:40+00:00,KAVABTC,1h,Near Horizontal Support
2020-05-11 19:00:40+00:00,LTOBTC,1h,Near Horizontal Support
2020-05-11 18:45:34+00:00,KNCBTC,15m,Near Horizontal Support
2020-05-11 18:30:33+00:00,REPBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-11 18:15:32+00:00,BTCUSDT,15m,Near Horizontal Support
2020-05-11 17:45:27+00:00,KAVABTC,15m,RSI Bullish Divergence
2020-05-11 16:45:29+00:00,BTCUSDT,15m,Abnormal Volatility alert
2020-05-11 16:30:25+00:00,ZECBTC,15m,RSI Bullish Divergence
2020-05-11 16:15:26+00:00,ALGOBTC,15m,RSI Bullish Divergence
2020-05-11 16:00:53+00:00,ARNBTC,2h,Near Horizontal Support
2020-05-11 16:00:52+00:00,MATICBTC,4h,Near Horizontal Support
2020-05-11 16:00:39+00:00,KAVABTC,15m,RSI Bullish Divergence
2020-05-11 16:00:39+00:00,ALGOBTC,15m,RSI Bullish Divergence
2020-05-11 15:30:24+00:00,ALGOBTC,15m,RSI Bullish Divergence
2020-05-11 15:15:25+00:00,DASHBTC,15m,Near Horizontal Support
2020-05-11 15:00:27+00:00,DASHBTC,1h,Near Horizontal Support
2020-05-11 13:00:34+00:00,AIONBTC,1h,Near Horizontal Support
2020-05-11 13:00:28+00:00,ETCBTC,15m,Inverted Hammer + RSI was Oversold
2020-05-11 12:45:30+00:00,XEMBTC,15m,RSI Extremely Oversold
2020-05-11 12:30:44+00:00,XTZBTC,15m,RSI Bullish Divergence
2020-05-11 12:30:44+00:00,MATICBTC,15m,RSI Extremely Oversold
2020-05-11 12:30:44+00:00,NASBTC,15m,RSI Extremely Oversold
2020-05-11 12:30:44+00:00,BNBBTC,15m,RSI Extremely Oversold
2020-05-11 12:30:44+00:00,WAVESBTC,15m,RSI Extremely Oversold
2020-05-11 12:30:44+00:00,BANDBTC,15m,RSI Extremely Oversold
2020-05-11 12:30:44+00:00,OGNBTC,15m,Near Horizontal Support
2020-05-11 12:15:39+00:00,THETABTC,15m,Divergence + Support (Beta)
2020-05-11 12:15:39+00:00,THETABTC,15m,RSI Bullish Divergence
2020-05-11 12:15:39+00:00,XLMBTC,15m,RSI Bullish Divergence
2020-05-11 12:15:39+00:00,RVNBTC,15m,RSI Extremely Oversold
2020-05-11 12:15:39+00:00,ADABTC,15m,Near Horizontal Resistance
2020-05-11 12:01:06+00:00,ETCBTC,15m,Divergence + Support (Beta)
2020-05-11 12:01:06+00:00,ETCBTC,15m,RSI Bullish Divergence
2020-05-11 12:01:06+00:00,LTCBTC,15m,RSI Bullish Divergence
2020-05-11 12:01:06+00:00,XLMBTC,15m,RSI Bullish Divergence
2020-05-11 12:01:06+00:00,IOTABTC,15m,RSI Bullish Divergence
2020-05-11 12:01:06+00:00,WRXBTC,15m,RSI Extremely Oversold
2020-05-11 12:01:06+00:00,ETCBTC,15m,Near Horizontal Support
2020-05-11 12:01:06+00:00,ARNBTC,15m,Near Horizontal Support
2020-05-11 12:01:06+00:00,LTCBTC,15m,Divergence + Support (Beta)
2020-05-11 12:00:55+00:00,ARNBTC,1h,Near Horizontal Support
2020-05-11 12:00:55+00:00,ATOMBTC,1h,Near Horizontal Support
2020-05-11 12:00:55+00:00,GASBTC,1h,0.618 Fibonacci retracement
2020-05-11 12:00:55+00:00,BCHBTC,1h,0.618 Fibonacci retracement
2020-05-11 12:00:40+00:00,ETHBTC,2h,Near Horizontal Support
2020-05-11 12:00:40+00:00,AIONBTC,2h,Near Horizontal Support
2020-05-11 12:00:40+00:00,BNBBTC,2h,Near Horizontal Support
2020-05-11 12:00:40+00:00,ATOMBTC,2h,Near Horizontal Support
2020-05-11 11:30:31+00:00,XTZBTC,15m,RSI Bullish Divergence
2020-05-11 11:30:31+00:00,RLCBTC,15m,RSI Bullish Divergence
2020-05-11 11:30:31+00:00,KAVABTC,15m,RSI Extremely Oversold
2020-05-11 11:30:31+00:00,KAVABTC,15m,Near Horizontal Support
2020-05-11 11:15:27+00:00,XTZBTC,15m,RSI Bullish Divergence
2020-05-11 11:15:27+00:00,LTOBTC,15m,RSI Extremely Oversold
2020-05-11 11:00:38+00:00,LTCBTC,15m,RSI Bullish Divergence
2020-05-11 11:00:38+00:00,ETHBTC,15m,Near Horizontal Support
2020-05-11 11:00:38+00:00,THETABTC,15m,Near Horizontal Support
2020-05-11 11:00:38+00:00,INSBTC,15m,Near Horizontal Support
2020-05-11 11:00:32+00:00,ETHBTC,1h,Near Horizontal Support
2020-05-11 11:00:32+00:00,LTCBTC,1h,Near Horizontal Support
2020-05-11 11:00:32+00:00,BNBBTC,1h,Near Horizontal Support
2020-05-11 11:00:32+00:00,VIABTC,1h,0.618 Fibonacci retracement
2020-05-11 10:45:30+00:00,ONTBTC,15m,RSI Bullish Divergence
2020-05-11 10:45:30+00:00,XTZBTC,15m,RSI Bullish Divergence
2020-05-11 10:45:30+00:00,MATICBTC,15m,Near Horizontal Support
2020-05-11 10:30:21+00:00,AIONBTC,15m,Near Horizontal Support
2020-05-11 10:15:27+00:00,BTCUSDT,15m,Abnormal Volatility alert
2020-05-11 10:00:38+00:00,ICXBTC,1h,0.618 Fibonacci retracement
2020-05-11 09:15:27+00:00,BANDBTC,15m,Near Horizontal Support
2020-05-11 08:45:25+00:00,RVNBTC,15m,Near Horizontal Support
2020-05-11 07:45:28+00:00,ICXBTC,15m,Near Horizontal Support
